ResponseId,Country,ConvertedCompYearly,LanguageHaveWorkedWith,YearsCodePro,DevType,EdLevel,RemoteWork,OrgSize,Employment,lang_Python,lang_R,lang_Julia,lang_Java,lang_Kotlin,lang_Scala,lang_JavaScript,lang_TypeScript,lang_PHP,lang_C,lang_C++,lang_Rust,lang_C#,lang_Go,lang_Swift,HighSalary,SurveyYear
25864,United States of America,165000.0,C#;HTML/CSS;JavaScript;Python;R;SQL;TypeScript,11.0,Product manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Less than 20 employees,Employed,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2025
25866,Canada,84267.0,C#;HTML/CSS;JavaScript;SQL;TypeScript;Visual Basic (.Net),4.0,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)","1,000 to 4,999 employees",Employed,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2025
25869,United States of America,105000.0,Assembly;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,20.0,"Developer, full-stack",Some college/university study without earning a degree,Remote,100 to 499 employees,Employed,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,2025
25870,India,27898.0,Bash/Shell (all shells);Python;SQL,7.0,Financial analyst or engineer,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)","10,000 or more employees",Employed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
25872,India,5580.0,C;C++;Go;Java;JavaScript;MATLAB;MicroPython;PHP;Python;TypeScript,2.0,Academic researcher,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,I don’t know,Employed,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,2025
25874,Poland,120622.0,Swift,5.0,"Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,"5,000 to 9,999 employees",Employed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2025
25875,United States of America,90000.0,C#;JavaScript;TypeScript,6.0,"Developer, full-stack","Associate degree (A.A., A.S., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Less than 20 employees,Employed,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2025
25881,Germany,75410.0,C;C++;HTML/CSS;Java;JavaScript;TypeScript,4.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",20 to 99 employees,Employed,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,2025
25882,Ukraine,647.0,HTML/CSS;JavaScript;Python;TypeScript,3.0,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,100 to 499 employees,Employed,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2025
25884,United States of America,75000.0,Assembly;Bash/Shell (all shells);C;Go;Java;MicroPython;Python,1.0,"Developer, embedded applications or devices","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",500 to 999 employees,Employed,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2025
25885,Germany,54295.0,HTML/CSS;JavaScript;Python,11.0,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,Employed,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025
25886,France,70769.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,8.0,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)","Just me - I am a freelancer, sole proprietor, etc.","Independent contractor, freelancer, or self-employed",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2025
25888,United States of America,89000.0,HTML/CSS;JavaScript;PHP;Python;SQL,5.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",Employed,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2025
25889,United States of America,145000.0,Go;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript,20.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,20 to 99 employees,Employed,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,2025
25892,United States of America,175000.0,C++,12.0,Data engineer,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)","5,000 to 9,999 employees",Employed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2025
25893,United States of America,210000.0,Go;JavaScript;Python;Rust;SQL;TypeScript,10.0,Engineering manager,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",20 to 99 employees,Employed,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,2025
25895,Spain,69609.0,C#;Groovy;HTML/CSS;Java;JavaScript;Kotlin;SQL;Swift,15.0,"Developer, mobile","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",In-person,20 to 99 employees,Employed,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,2025
25896,Rwanda,17324.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL,27.0,"Architect, software or solutions",Some college/university study without earning a degree,"Your choice (very flexible, you can come in when you want or just as needed)",Less than 20 employees,"Independent contractor, freelancer, or self-employed",1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2025
25897,United States of America,166400.0,Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL;TypeScript,20.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,100 to 499 employees,Employed,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,2025
25898,Italy,52207.0,C#;HTML/CSS;JavaScript;PowerShell;SQL,16.0,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",20 to 99 employees,Employed,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2025
25901,Thailand,38548.0,HTML/CSS;JavaScript;TypeScript,10.0,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,20 to 99 employees,Employed,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2025
25904,Lithuania,2291.0,C#;HTML/CSS;JavaScript;Ruby;TypeScript,2.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)","10,000 or more employees",Employed,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2025
25906,Portugal,81210.0,Bash/Shell (all shells);Elixir;Java;JavaScript;SQL,25.0,"Senior executive (C-suite, VP, etc.)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",100 to 499 employees,Employed,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2025
25907,France,58007.0,Python;SQL,3.0,Data scientist,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,20 to 99 employees,Employed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
25909,South Africa,74420.0,Bash/Shell (all shells);Java;JavaScript;Python;SQL;TypeScript,26.0,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,100 to 499 employees,Employed,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2025
25911,Sweden,52411.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;R;SQL,28.0,Applied scientist,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",20 to 99 employees,Employed,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2025
25912,United States of America,174000.0,Java;SQL,46.0,"Architect, software or solutions","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,"10,000 or more employees",Employed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2025
25914,United Kingdom of Great Britain and Northern Ireland,43565.0,Bash/Shell (all shells);C;C#;C++;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lua;PHP;Python;SQL;TypeScript;Visual Basic (.Net),6.0,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,Less than 20 employees,Employed,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,2025
25916,India,3208.0,HTML/CSS;Java;Python;SQL,2.0,"Developer, back-end",Some college/university study without earning a degree,Remote,Less than 20 employees,Employed,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025
25918,Mexico,42111.0,R,12.0,Applied scientist,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)","5,000 to 9,999 employees",Employed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
25919,Canada,116733.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;TypeScript,22.0,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,"1,000 to 4,999 employees",Employed,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2025
25925,Brazil,50970.0,Java,14.0,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)","1,000 to 4,999 employees",Employed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025
25927,United States of America,350000.0,C#;Go;HTML/CSS;Java;JavaScript;Python;SQL;Swift;TypeScript,15.0,"Senior executive (C-suite, VP, etc.)",Some college/university study without earning a degree,Remote,Less than 20 employees,Employed,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,2025
25928,Ukraine,11949.0,Bash/Shell (all shells);HTML/CSS;PowerShell;Python;SQL;TypeScript,2.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,20 to 99 employees,Employed,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025
25929,United Kingdom of Great Britain and Northern Ireland,122527.0,C#;JavaScript;SQL;TypeScript,32.0,"Architect, software or solutions","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,100 to 499 employees,Employed,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2025
25931,United States of America,110000.0,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Python;Rust,15.0,"Developer, desktop or enterprise applications","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Your choice (very flexible, you can come in when you want or just as needed)","1,000 to 4,999 employees",Employed,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,2025
25933,United States of America,80000.0,HTML/CSS;JavaScript;Python;TypeScript,5.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Less than 20 employees,Employed,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2025
25939,United States of America,60000.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;Python;Rust;SQL;TypeScript,8.0,"Architect, software or solutions","Associate degree (A.A., A.S., etc.)",,,"Independent contractor, freelancer, or self-employed",1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2025
25940,Viet Nam,4585.0,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Python;SQL,,Cybersecurity or InfoSec professional,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",Student,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2025
25943,Italy,46406.0,C;JavaScript;Python;TypeScript,4.0,Other (please specify):,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Hybrid (some remote, leans heavy to in-person)","1,000 to 4,999 employees",Employed,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2025
25947,United States of America,83000.0,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Kotlin;MATLAB;MicroPython;PowerShell;Python;Rust,2.0,"Architect, software or solutions","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,20 to 99 employees,Employed,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,2025
25948,United States of America,230000.0,HTML/CSS;JavaScript;Ruby;TypeScript,,Engineering manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,100 to 499 employees,Employed,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2025
25949,United States of America,192000.0,Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Kotlin;SQL;Swift;TypeScript,32.0,Engineering manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,"1,000 to 4,999 employees",Employed,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,2025
25951,Iraq,19096.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL,18.0,"Developer, full-stack",Some college/university study without earning a degree,"Your choice (very flexible, you can come in when you want or just as needed)","Just me - I am a freelancer, sole proprietor, etc.",Employed,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2025
25961,Argentina,91200.0,HTML/CSS;JavaScript;Python;SQL,14.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,20 to 99 employees,Employed,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2025
25963,Spain,11601.0,C++;Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,10.0,"Developer, full-stack",Primary/elementary school,Remote,100 to 499 employees,Employed,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,2025
25965,Ghana,14502.0,C#;Python;R;VBA;Visual Basic (.Net),12.0,Academic researcher,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,20 to 99 employees,Employed,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2025
25966,Mexico,37900.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL,30.0,DevOps engineer or professional,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)","1,000 to 4,999 employees",Employed,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2025
25967,Croatia,17402.0,Bash/Shell (all shells);C++;GDScript;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,10.0,System administrator,Some college/university study without earning a degree,,,Not employed,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2025
25968,United Kingdom of Great Britain and Northern Ireland,81685.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Rust;SQL;TypeScript;Zig,5.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,Not employed,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,2025
25969,Ireland,139218.0,C;C++;Delphi;JavaScript;Python,40.0,"Developer, desktop or enterprise applications","Associate degree (A.A., A.S., etc.)",,,"Independent contractor, freelancer, or self-employed",1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2025
25972,Germany,23203.0,Bash/Shell (all shells);C;C#;C++;Java;MATLAB,4.0,"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Hybrid (some in-person, leans heavy to flexibility)",100 to 499 employees,Student,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,2025
25973,United States of America,50000.0,Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;PowerShell;Python;R;SQL,2.0,Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",20 to 99 employees,Employed,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2025
25975,Egypt,7989.0,Bash/Shell (all shells);C#;C++;Dart;HTML/CSS;JavaScript;Python;SQL;TypeScript,1.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Less than 20 employees,Employed,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,2025
25980,United States of America,152000.0,Bash/Shell (all shells);C;C#;GDScript;Go;HTML/CSS;Java;JavaScript;Lua;PHP;PowerShell;Python;Rust;SQL;TypeScript;Zig,15.0,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,"10,000 or more employees",Employed,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,2025
25981,Nomadic,108913.0,HTML/CSS;JavaScript;SQL;TypeScript,12.0,"Developer, full-stack",Some college/university study without earning a degree,,,"Independent contractor, freelancer, or self-employed",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2025
25984,Nigeria,2402.0,Assembly;C;Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,3.0,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Less than 20 employees,Employed,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,2025
25986,Ireland,127616.0,Bash/Shell (all shells);Groovy;HTML/CSS;Java;Perl;SQL,18.0,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,"10,000 or more employees",Employed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2025
25990,Brazil,50000.0,Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;Ruby;SQL;TypeScript,10.0,"Developer, full-stack","Associate degree (A.A., A.S., etc.)",Remote,Less than 20 employees,Employed,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,2025
25995,United States of America,70000.0,C#;C++;GDScript;HTML/CSS;JavaScript;Python;SQL,2.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,20 to 99 employees,Employed,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2025
25996,Canada,40127.0,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,5.0,"Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Less than 20 employees,Employed,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2025
26002,Germany,98612.0,Bash/Shell (all shells);JavaScript;PHP;Python;SQL,13.0,DevOps engineer or professional,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,20 to 99 employees,Employed,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2025
26009,Portugal,63808.0,JavaScript;Python;SQL,20.0,"Developer, QA or test","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,100 to 499 employees,Employed,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025
26011,United States of America,225000.0,Java;Python;TypeScript,6.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)","1,000 to 4,999 employees",Employed,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2025
26012,United States of America,188000.0,C#;HTML/CSS;JavaScript;SQL,18.0,Engineering manager,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,100 to 499 employees,Employed,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2025
26013,Switzerland,39678.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Perl;PHP;R;Rust;SQL;TypeScript,23.0,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Less than 20 employees,Employed,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2025
26014,United States of America,250000.0,Bash/Shell (all shells);C#;Go;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,16.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,"10,000 or more employees",Employed,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,2025
26015,Denmark,48952.0,Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;VBA,20.0,Other (please specify):,Other (please specify):,In-person,20 to 99 employees,Employed,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,2025
26016,United States of America,125000.0,Bash/Shell (all shells);C;C#;C++;GDScript;HTML/CSS;Ruby;SQL,8.0,"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Remote,20 to 99 employees,Employed,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2025
26017,India,8834.0,Bash/Shell (all shells);C;C++;JavaScript;PHP;SQL;TypeScript,3.0,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",100 to 499 employees,Employed,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2025
26018,Romania,91899.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,8.0,"Architect, software or solutions","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",100 to 499 employees,Employed,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2025
26022,Bangladesh,6545.0,Bash/Shell (all shells);Dart;Go;Python;SQL,3.0,"Architect, software or solutions","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Less than 20 employees,"Independent contractor, freelancer, or self-employed",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025
26025,United States of America,110000.0,Bash/Shell (all shells);C;HTML/CSS;MATLAB;PowerShell;Python;Rust,3.0,"Developer, embedded applications or devices","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",Employed,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2025
26026,Canada,78795.0,C#;HTML/CSS;JavaScript;SQL,16.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)","1,000 to 4,999 employees",Employed,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2025
26027,Czech Republic,6553.0,Assembly;C;C#;JavaScript;Ruby;Rust;Swift,11.0,"Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)","5,000 to 9,999 employees",Employed,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,2025
26031,United States of America,182000.0,C#;HTML/CSS;JavaScript;SQL,15.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,20 to 99 employees,Employed,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2025
26033,United States of America,78000.0,Bash/Shell (all shells);JavaScript;Python,25.0,Support engineer or analyst,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)","10,000 or more employees",Employed,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2025
26034,Pakistan,35116.0,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Python;TypeScript,22.0,"Architect, software or solutions","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Less than 20 employees,"Independent contractor, freelancer, or self-employed",1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2025
26035,Uruguay,190000.0,C++;JavaScript;Kotlin;Python;Ruby;Swift,17.0,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,20 to 99 employees,Employed,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,2025
26037,Germany,87011.0,HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,27.0,"Developer, full-stack",Some college/university study without earning a degree,Remote,500 to 999 employees,Employed,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2025
26040,United States of America,150000.0,C;C#;C++;HTML/CSS;JavaScript;PHP;SQL,8.0,"Developer, full-stack",Some college/university study without earning a degree,Remote,"Just me - I am a freelancer, sole proprietor, etc.","Independent contractor, freelancer, or self-employed",0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,2025
26045,Bangladesh,8182.0,C++;Java;Kotlin,2.0,"Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,"Just me - I am a freelancer, sole proprietor, etc.",Student,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2025
26046,United States of America,63000.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;R;SQL,1.0,Academic researcher,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,I don’t know,Employed,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2025
26050,United States of America,190000.0,JavaScript;Lua;Python;Ruby;SQL,12.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Less than 20 employees,Employed,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2025
26051,Canada,80254.0,Bash/Shell (all shells);JavaScript;Ruby;SQL,50.0,"Developer, full-stack",Some college/university study without earning a degree,,,"Independent contractor, freelancer, or self-employed",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2025
26054,Poland,58946.0,C#;C++;GDScript;Kotlin,9.0,"Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,"10,000 or more employees",Employed,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2025
26057,Canada,72958.0,HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL;TypeScript,2.0,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,"10,000 or more employees",Employed,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2025
26060,India,39521.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;Rust;SQL;TypeScript,15.0,DevOps engineer or professional,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)","5,000 to 9,999 employees",Employed,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2025
26063,Egypt,1500.0,Bash/Shell (all shells),,Student,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,Student,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
26065,Mexico,26320.0,C#;Java;JavaScript;Python;SQL,12.0,"Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)","10,000 or more employees",Employed,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2025
26066,Germany,87011.0,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,4.0,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",Employed,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2025
26070,Germany,116015.0,HTML/CSS;JavaScript;TypeScript,10.0,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)","10,000 or more employees",Employed,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2025
26073,United States of America,119000.0,Assembly;C;PowerShell;SQL,2.0,Support engineer or analyst,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)","1,000 to 4,999 employees",Employed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2025
